user_id,name,stock,sector,weight
0,Cassandra David,ADP,Industrials,11.669030519411557
0,Cassandra David,CSGP,Real Estate,24.443017172195404
0,Cassandra David,KO,Consumer Staples,7.528276267164347
0,Cassandra David,ZTS,Health Care,3.9929808503502597
0,Cassandra David,NVR,Consumer Discretionary,1.1678468334681762
0,Cassandra David,FAST,Industrials,0.41957009859804206
0,Cassandra David,MNST,Consumer Staples,25.22778343989158
0,Cassandra David,IT,Information Technology,3.841327427998046
0,Cassandra David,WM,Industrials,3.669604868315346
0,Cassandra David,MCO,Financials,18.040562522607225
1,Alexander Johnson,SJM,Consumer Staples,14.026391803242905
1,Alexander Johnson,ED,Utilities,19.962309215810333
1,Alexander Johnson,HD,Consumer Discretionary,0.5703441697709687
1,Alexander Johnson,WRB,Financials,1.8532299447862166
1,Alexander Johnson,CDNS,Information Technology,3.75981935032931
1,Alexander Johnson,ADSK,Information Technology,4.169315236153472
1,Alexander Johnson,VLO,Energy,1.9718414867111882
1,Alexander Johnson,ADI,Information Technology,6.9552483710705895
1,Alexander Johnson,MTD,Health Care,40.13831852268452
1,Alexander Johnson,FOXA,Communication Services,6.593181899440494
2,Donna Shannon,LKQ,Consumer Discretionary,5.706550099034569
2,Donna Shannon,FI,Financials,24.28591895981307
2,Donna Shannon,CTRA,Energy,0.7965543882478076
2,Donna Shannon,DIS,Communication Services,0.8601938528933447
2,Donna Shannon,CNC,Health Care,4.26259411276883
2,Donna Shannon,HCA,Health Care,4.985793501498822
2,Donna Shannon,TRGP,Energy,6.8248466099833625
2,Donna Shannon,BAC,Financials,6.638602675195483
2,Donna Shannon,MPC,Energy,39.597407190666125
2,Donna Shannon,AEP,Utilities,6.041538609898583
3,Katherine Roach,TPR,Consumer Discretionary,0.8523089502011879
3,Katherine Roach,PLD,Real Estate,33.758466895405356
3,Katherine Roach,AVGO,Information Technology,8.493308003723456
3,Katherine Roach,MS,Financials,5.1741532576027325
3,Katherine Roach,AMP,Financials,12.728482521858913
3,Katherine Roach,SYF,Financials,10.98965661092115
3,Katherine Roach,CSGP,Real Estate,15.429796123877818
3,Katherine Roach,NRG,Utilities,1.4412735387309183
3,Katherine Roach,LUV,Industrials,6.082626320539256
3,Katherine Roach,LIN,Materials,5.04992777713922
4,Michelle Phillips,RHI,Industrials,0.5777583295450301
4,Michelle Phillips,DGX,Health Care,4.955985872684267
4,Michelle Phillips,REG,Real Estate,3.6909255712883504
4,Michelle Phillips,DOC,Real Estate,25.67176460870902
4,Michelle Phillips,GOOGL,Communication Services,19.310717138351137
4,Michelle Phillips,HUM,Health Care,11.561471671740982
4,Michelle Phillips,LYV,Communication Services,5.902129439225634
4,Michelle Phillips,TEL,Information Technology,8.211841304811372
4,Michelle Phillips,FTV,Industrials,5.998660473585814
4,Michelle Phillips,BA,Industrials,14.118745590058406
5,Heather Green,JNJ,Health Care,3.130050833873828
5,Heather Green,BSX,Health Care,0.43786057369871456
5,Heather Green,LEN,Consumer Discretionary,3.298586037005945
5,Heather Green,DOV,Industrials,24.373997443934144
5,Heather Green,CVX,Energy,2.114717784296942
5,Heather Green,KLAC,Information Technology,27.19938401760303
5,Heather Green,RL,Consumer Discretionary,13.609144997031153
5,Heather Green,ED,Utilities,15.686782702321658
5,Heather Green,BX,Financials,2.676959404307045
5,Heather Green,HII,Industrials,7.472516205927546
6,Anthony Hickman,CDNS,Information Technology,9.052792181128542
6,Anthony Hickman,WELL,Real Estate,3.382160985955501
6,Anthony Hickman,OTIS,Industrials,14.645262679855179
6,Anthony Hickman,GNRC,Industrials,6.033374856192535
6,Anthony Hickman,CTLT,Health Care,5.498500154663313
6,Anthony Hickman,UBER,Industrials,19.213742413476037
6,Anthony Hickman,LMT,Industrials,1.412776092592206
6,Anthony Hickman,VRSN,Information Technology,7.612231869364895
6,Anthony Hickman,BSX,Health Care,10.678333422148437
6,Anthony Hickman,CNC,Health Care,22.47082534462338
7,Clifford Garcia,JKHY,Financials,2.396402672144174
7,Clifford Garcia,TXN,Information Technology,18.34013583506119
7,Clifford Garcia,AJG,Financials,15.980957761270515
7,Clifford Garcia,CZR,Consumer Discretionary,17.4364818555112
7,Clifford Garcia,ADI,Information Technology,10.10515784204293
7,Clifford Garcia,CRL,Health Care,6.4360499159972955
7,Clifford Garcia,ETSY,Consumer Discretionary,0.42013987149657084
7,Clifford Garcia,BALL,Materials,21.28690266483184
7,Clifford Garcia,YUM,Consumer Discretionary,5.102808709286317
7,Clifford Garcia,DECK,Consumer Discretionary,2.494962872357968
8,Joyce Curtis,ADP,Industrials,0.7773687520205501
8,Joyce Curtis,CSGP,Real Estate,5.3306509928589225
8,Joyce Curtis,KO,Consumer Staples,1.5529471376513742
8,Joyce Curtis,ZTS,Health Care,9.559156957550314
8,Joyce Curtis,NVR,Consumer Discretionary,19.208031860527285
8,Joyce Curtis,FAST,Industrials,19.817166285685932
8,Joyce Curtis,MNST,Consumer Staples,6.904127679045367
8,Joyce Curtis,IT,Information Technology,5.351537892112708
8,Joyce Curtis,WM,Industrials,15.08410742458263
8,Joyce Curtis,MCO,Financials,16.414905017964912
9,Mary Brown,VLO,Energy,0.321379874455942
9,Mary Brown,TXT,Industrials,4.316353480426966
9,Mary Brown,CPT,Real Estate,20.439413578116834
9,Mary Brown,SYY,Consumer Staples,9.904236612258378
9,Mary Brown,ISRG,Health Care,8.980577016961881
9,Mary Brown,BSX,Health Care,0.6204037737905179
9,Mary Brown,SWK,Industrials,34.47523416712264
9,Mary Brown,SHW,Materials,17.088774696882638
9,Mary Brown,AIZ,Financials,3.561208588274455
9,Mary Brown,RTX,Industrials,0.29241821170973503
10,Eduardo Hoover,CHRW,Industrials,12.59967176034741
10,Eduardo Hoover,NCLH,Consumer Discretionary,5.551850750691967
10,Eduardo Hoover,TRMB,Information Technology,4.613725992208176
10,Eduardo Hoover,GOOGL,Communication Services,11.672145473477844
10,Eduardo Hoover,DOV,Industrials,3.3532889688095078
10,Eduardo Hoover,DTE,Utilities,11.092107387759302
10,Eduardo Hoover,ESS,Real Estate,12.270553102590009
10,Eduardo Hoover,KMB,Consumer Staples,14.35023425021125
10,Eduardo Hoover,MGM,Consumer Discretionary,0.3732723012628771
10,Eduardo Hoover,AVGO,Information Technology,24.123150012641645
11,Patrick Hudson,FE,Utilities,2.3538369631989497
11,Patrick Hudson,CE,Materials,8.054443023782913
11,Patrick Hudson,IDXX,Health Care,19.095353698365216
11,Patrick Hudson,CVX,Energy,3.591364682263351
11,Patrick Hudson,CZR,Consumer Discretionary,1.072385964514657
11,Patrick Hudson,CNP,Utilities,11.718516052811976
11,Patrick Hudson,CPT,Real Estate,17.748396128656836
11,Patrick Hudson,MTCH,Communication Services,10.972297576755594
11,Patrick Hudson,VTR,Real Estate,16.502228492660223
11,Patrick Hudson,JCI,Industrials,8.891177416990281
12,Brianna Reed,PHM,Consumer Discretionary,1.3085324461397791
12,Brianna Reed,SOLV,Health Care,1.6328598916025698
12,Brianna Reed,EIX,Utilities,4.346374219422519
12,Brianna Reed,RCL,Consumer Discretionary,25.795034454564476
12,Brianna Reed,BBWI,Consumer Discretionary,4.236448767646302
12,Brianna Reed,ACGL,Financials,15.141831886819507
12,Brianna Reed,EQIX,Real Estate,16.910603329078075
12,Brianna Reed,DPZ,Consumer Discretionary,16.577347673731037
12,Brianna Reed,BLDR,Industrials,9.684160321254947
12,Brianna Reed,MPWR,Information Technology,4.366807009740775
13,Gloria Lynch,ROP,Information Technology,3.679748619940235
13,Gloria Lynch,FDX,Industrials,10.924974688385149
13,Gloria Lynch,ARE,Real Estate,6.919637653220051
